State,Chamber,Name,URL,Party,Born,Tenure (years),Article length (characters),"Most common sentiment, BERT","Sentiment with highest weighted vote, BERT","Sentiment with highest weighted probability, BERT","Weighted probability of negative sentiment, BERT","Weighted probability of neutral sentiment, BERT","Weighted probability of positive sentiment, BERT","Number of paragraphs with negative sentiment, BERT","Number of paragraphs with neutral sentiment, BERT","Number of paragraphs with positive sentiment, BERT","Percent of paragraphs with negative sentiment, BERT","Percent of paragraphs with neutral sentiment, BERT","Percent of paragraphs with positive sentiment, BERT","Most common sentiment, RoBERTa","Sentiment with highest weighted vote, RoBERTa","Sentiment with highest weighted probability, RoBERTa","Weighted probability of negative sentiment, RoBERTa","Weighted probability of neutral sentiment, RoBERTa","Weighted probability of positive sentiment, RoBERTa","Number of paragraphs with negative sentiment, RoBERTa","Number of paragraphs with neutral sentiment, RoBERTa","Number of paragraphs with positive sentiment, RoBERTa","Percent of paragraphs with negative sentiment, RoBERTa","Percent of paragraphs with neutral sentiment, RoBERTa","Percent of paragraphs with positive sentiment, RoBERTa","Most common sentiment, RoBERTuito","Sentiment with highest weighted vote, RoBERTuito","Sentiment with highest weighted probability, RoBERTuito","Weighted probability of negative sentiment, RoBERTuito","Weighted probability of neutral sentiment, RoBERTuito","Weighted probability of positive sentiment, RoBERTuito","Number of paragraphs with negative sentiment, RoBERTuito","Number of paragraphs with neutral sentiment, RoBERTuito","Number of paragraphs with positive sentiment, RoBERTuito","Percent of paragraphs with negative sentiment, RoBERTuito","Percent of paragraphs with neutral sentiment, RoBERTuito","Percent of paragraphs with positive sentiment, RoBERTuito"
Indiana,Senate,Jim Banks,https://en.wikipedia.org/wiki/Jim_Banks,Republican,"July 16, 1979 (age 46)",1,11666,Neutral,Neutral,Neutral,0.336365686,0.524770748,0.138863555,14,30,2,30.43478261,65.2173913,4.347826087,Neutral,Neutral,Neutral,0.242483327,0.622032331,0.135484348,12,31,3,26.08695652,67.39130435,6.52173913,Neutral,Neutral,Neutral,0.208359337,0.673659973,0.117980689,7,36,3,15.2173913,78.26086957,6.52173913
Iowa,Senate,Chuck Grassley,https://en.wikipedia.org/wiki/Chuck_Grassley,Republican,"September 17, 1933 (age 92)",45,38294,Neutral,Neutral,Neutral,0.395702838,0.473916418,0.130380754,31,75,4,28.18181818,68.18181818,3.636363636,Neutral,Neutral,Neutral,0.265603717,0.636871695,0.09752459,23,81,6,20.90909091,73.63636364,5.454545455,Neutral,Neutral,Neutral,0.196587304,0.684368316,0.119044377,15,84,11,13.63636364,76.36363636,10
Iowa,Senate,Joni Ernst,https://en.wikipedia.org/wiki/Joni_Ernst,Republican,"July 1, 1970 (age 55)",11,38144,Neutral,Negative,Neutral,0.413330987,0.418760329,0.167908687,39,57,7,37.86407767,55.33980583,6.796116505,Neutral,Neutral,Neutral,0.2879724,0.642161298,0.069866298,23,79,1,22.33009709,76.69902913,0.970873786,Neutral,Neutral,Neutral,0.235242786,0.680289446,0.084467762,18,81,4,17.47572816,78.6407767,3.883495146
Kansas,Senate,Jerry Moran,https://en.wikipedia.org/wiki/Jerry_Moran,Republican,"May 29, 1954 (age 71)",15,18839,Neutral,Neutral,Neutral,0.28215181,0.551890878,0.165957316,11,51,3,16.92307692,78.46153846,4.615384615,Neutral,Neutral,Neutral,0.182210753,0.678064276,0.139724958,15,47,3,23.07692308,72.30769231,4.615384615,Neutral,Neutral,Neutral,0.147552992,0.69760994,0.154837072,11,49,5,16.92307692,75.38461538,7.692307692
Kansas,Senate,Roger Marshall,https://en.wikipedia.org/wiki/Roger_Marshall,Republican,"August 9, 1960 (age 65)",5,15649,Neutral,Neutral,Neutral,0.394221576,0.466981583,0.138796832,15,37,5,26.31578947,64.9122807,8.771929825,Neutral,Neutral,Neutral,0.283659543,0.640349563,0.075990892,14,42,1,24.56140351,73.68421053,1.754385965,Neutral,Neutral,Neutral,0.237731013,0.675402478,0.086866517,9,46,2,15.78947368,80.70175439,3.50877193
Kentucky,Senate,Mitch McConnell,https://en.wikipedia.org/wiki/Mitch_McConnell,Republican,"February 20, 1942 (age 83)",41,43873,Neutral,Neutral,Neutral,0.375962917,0.471730546,0.15230653,32,74,6,28.57142857,66.07142857,5.357142857,Neutral,Neutral,Neutral,0.247892699,0.654310987,0.09779632,23,83,6,20.53571429,74.10714286,5.357142857,Neutral,Neutral,Neutral,0.214166446,0.674295243,0.111538319,23,81,8,20.53571429,72.32142857,7.142857143
Kentucky,Senate,Rand Paul,https://en.wikipedia.org/wiki/Rand_Paul,Republican,"January 7, 1963 (age 62)",15,67256,Neutral,Neutral,Neutral,0.397913036,0.446613875,0.155473091,55,91,8,35.71428571,59.09090909,5.194805195,Neutral,Neutral,Neutral,0.254735881,0.675736983,0.069527135,32,122,0,20.77922078,79.22077922,0,Neutral,Neutral,Neutral,0.194795916,0.716278965,0.088925113,26,125,3,16.88311688,81.16883117,1.948051948
Louisiana,Senate,Bill Cassidy,https://en.wikipedia.org/wiki/Bill_Cassidy,Republican,"September 28, 1957 (age 68)",11,20452,Neutral,Neutral,Neutral,0.289230113,0.532404953,0.178364954,11,42,2,20,76.36363636,3.636363636,Neutral,Neutral,Neutral,0.18848294,0.710396563,0.101120509,11,43,1,20,78.18181818,1.818181818,Neutral,Neutral,Neutral,0.163582694,0.682220259,0.15419704,8,39,8,14.54545455,70.90909091,14.54545455
Louisiana,Senate,John Kennedy,https://en.wikipedia.org/wiki/John_Kennedy_(Louisiana_politician),Republican,"November 21, 1951 (age 73)",9,59415,Neutral,Neutral,Neutral,0.35598207,0.449724874,0.19429306,42,90,16,28.37837838,60.81081081,10.81081081,Neutral,Neutral,Neutral,0.231380966,0.675839532,0.092779503,29,115,4,19.59459459,77.7027027,2.702702703,Neutral,Neutral,Neutral,0.21640547,0.654932436,0.128662093,21,115,12,14.18918919,77.7027027,8.108108108
Maine,Senate,Susan Collins,https://en.wikipedia.org/wiki/Susan_Collins,Republican,"December 7, 1952 (age 72)",29,48551,Neutral,Neutral,Neutral,0.328061977,0.509605273,0.162332747,27,82,8,23.07692308,70.08547009,6.837606838,Neutral,Neutral,Neutral,0.217803238,0.678682024,0.103514734,22,90,5,18.8034188,76.92307692,4.273504274,Neutral,Neutral,Neutral,0.122964193,0.768005561,0.109030247,8,99,10,6.837606838,84.61538462,8.547008547
Maine,Senate,Angus King,https://en.wikipedia.org/wiki/Angus_King,Independent[o],"March 31, 1944 (age 81)",13,38724,Neutral,Neutral,Neutral,0.341367795,0.461826954,0.196805251,29,68,8,27.61904762,64.76190476,7.619047619,Neutral,Neutral,Neutral,0.192111495,0.687077852,0.120810662,13,89,3,12.38095238,84.76190476,2.857142857,Neutral,Neutral,Neutral,0.175166193,0.653469669,0.17136414,13,79,13,12.38095238,75.23809524,12.38095238
Maryland,Senate,Chris Van Hollen,https://en.wikipedia.org/wiki/Chris_Van_Hollen,Democratic,"January 10, 1959 (age 66)",9,18976,Neutral,Neutral,Neutral,0.289583408,0.524614105,0.185802488,8,45,5,13.79310345,77.5862069,8.620689655,Neutral,Neutral,Neutral,0.122826112,0.701686533,0.175487359,2,50,6,3.448275862,86.20689655,10.34482759,Neutral,Neutral,Neutral,0.109226402,0.691149428,0.199624162,2,48,8,3.448275862,82.75862069,13.79310345
Maryland,Senate,Angela Alsobrooks,https://en.wikipedia.org/wiki/Angela_Alsobrooks,Democratic,"February 23, 1971 (age 54)",1,52163,Neutral,Neutral,Neutral,0.343284852,0.450233141,0.206482019,26,64,10,26,64,10,Neutral,Neutral,Neutral,0.175289523,0.680799363,0.143911112,11,82,7,11,82,7,Neutral,Neutral,Neutral,0.134522643,0.683482612,0.181994748,9,75,16,9,75,16
Massachusetts,Senate,Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,Democratic,"June 22, 1949 (age 76)",13,49915,Neutral,Neutral,Neutral,0.317273512,0.469551057,0.213175422,31,78,15,25,62.90322581,12.09677419,Neutral,Neutral,Neutral,0.122757989,0.688769112,0.188472901,8,102,14,6.451612903,82.25806452,11.29032258,Neutral,Neutral,Neutral,0.132167154,0.646811106,0.221021743,12,91,21,9.677419355,73.38709677,16.93548387
Massachusetts,Senate,Ed Markey,https://en.wikipedia.org/wiki/Ed_Markey,Democratic,"July 11, 1946 (age 79)",12,42504,Neutral,Neutral,Neutral,0.341173644,0.486919508,0.171906843,25,76,9,22.72727273,69.09090909,8.181818182,Neutral,Neutral,Neutral,0.173276138,0.709938123,0.116785739,14,91,5,12.72727273,82.72727273,4.545454545,Neutral,Neutral,Neutral,0.14305881,0.707372195,0.149568994,13,87,10,11.81818182,79.09090909,9.090909091
Michigan,Senate,Gary Peters,https://en.wikipedia.org/wiki/Gary_Peters,Democratic,"December 1, 1958 (age 66)",11,19752,Neutral,Neutral,Neutral,0.285989933,0.559178781,0.15483128,9,54,4,13.43283582,80.59701493,5.970149254,Neutral,Neutral,Neutral,0.131020166,0.730308624,0.138671209,7,56,4,10.44776119,83.58208955,5.970149254,Neutral,Neutral,Neutral,0.149377469,0.705535817,0.145086704,6,57,4,8.955223881,85.07462687,5.970149254
Michigan,Senate,Elissa Slotkin,https://en.wikipedia.org/wiki/Elissa_Slotkin,Democratic,"July 10, 1976 (age 49)",1,17382,Neutral,Neutral,Neutral,0.280501719,0.550762879,0.168735413,9,47,4,15,78.33333333,6.666666667,Neutral,Neutral,Neutral,0.175727833,0.698318784,0.125953373,7,49,4,11.66666667,81.66666667,6.666666667,Neutral,Neutral,Neutral,0.094227841,0.757887956,0.147884204,2,50,8,3.333333333,83.33333333,13.33333333
Minnesota,Senate,Amy Klobuchar,https://en.wikipedia.org/wiki/Amy_Klobuchar,Democratic,"May 25, 1960 (age 65)",19,26357,Neutral,Neutral,Neutral,0.257561374,0.523528042,0.218910581,9,76,5,10,84.44444444,5.555555556,Neutral,Neutral,Neutral,0.130851842,0.665444273,0.203703888,4,79,7,4.444444444,87.77777778,7.777777778,Neutral,Neutral,Neutral,0.108970055,0.635346686,0.255683261,4,71,15,4.444444444,78.88888889,16.66666667
Minnesota,Senate,Tina Smith,https://en.wikipedia.org/wiki/Tina_Smith,Democratic,"March 4, 1958 (age 67)",8,18820,Neutral,Neutral,Neutral,0.331454183,0.498856057,0.169689762,14,39,5,24.13793103,67.24137931,8.620689655,Neutral,Neutral,Neutral,0.217600567,0.681216306,0.101183127,8,48,2,13.79310345,82.75862069,3.448275862,Neutral,Neutral,Neutral,0.183655933,0.67867006,0.137674003,9,45,4,15.51724138,77.5862069,6.896551724
Mississippi,Senate,Roger Wicker,https://en.wikipedia.org/wiki/Roger_Wicker,Republican,"July 5, 1951 (age 74)",18,21215,Neutral,Neutral,Neutral,0.269463769,0.517699086,0.212837149,13,47,9,18.84057971,68.11594203,13.04347826,Neutral,Neutral,Neutral,0.133456365,0.730293017,0.136250611,9,55,5,13.04347826,79.71014493,7.246376812,Neutral,Neutral,Neutral,0.10354833,0.762208322,0.134243343,7,59,3,10.14492754,85.50724638,4.347826087
Mississippi,Senate,Cindy Hyde-Smith,https://en.wikipedia.org/wiki/Cindy_Hyde-Smith,Republican,"May 10, 1959 (age 66)",7,20835,Neutral,Neutral,Neutral,0.332736292,0.526194708,0.14106899,15,51,3,21.73913043,73.91304348,4.347826087,Neutral,Neutral,Neutral,0.210070318,0.69102032,0.09890936,15,53,1,21.73913043,76.8115942,1.449275362,Neutral,Neutral,Neutral,0.186044117,0.645880219,0.168075663,9,53,7,13.04347826,76.8115942,10.14492754
Missouri,Senate,Josh Hawley,https://en.wikipedia.org/wiki/Josh_Hawley,Republican,"December 31, 1979 (age 45)",7,65578,Neutral,Negative,Negative,0.472524591,0.404119292,0.123356115,86,87,6,48.04469274,48.60335196,3.351955307,Neutral,Neutral,Neutral,0.341110749,0.611074236,0.047815013,54,124,1,30.16759777,69.27374302,0.558659218,Neutral,Neutral,Neutral,0.31358949,0.628775993,0.057634519,48,127,4,26.81564246,70.94972067,2.234636872
Missouri,Senate,Eric Schmitt,https://en.wikipedia.org/wiki/Eric_Schmitt,Republican,"June 20, 1975 (age 50)",3,20894,Neutral,Negative,Neutral,0.44518079,0.447293428,0.107525778,25,31,3,42.37288136,52.54237288,5.084745763,Neutral,Neutral,Neutral,0.277991276,0.654200049,0.067808668,13,43,3,22.03389831,72.88135593,5.084745763,Neutral,Neutral,Neutral,0.24869705,0.681741432,0.069561524,10,47,2,16.94915254,79.66101695,3.389830508
Montana,Senate,Steve Daines,https://en.wikipedia.org/wiki/Steve_Daines,Republican,"August 20, 1962 (age 63)",11,18931,Neutral,Neutral,Neutral,0.300797123,0.519646537,0.179556335,14,53,6,19.17808219,72.60273973,8.219178082,Neutral,Neutral,Neutral,0.232057155,0.665124434,0.102818407,16,54,3,21.91780822,73.97260274,4.109589041,Neutral,Neutral,Neutral,0.197804311,0.656532422,0.145663264,10,58,5,13.69863014,79.45205479,6.849315068
Montana,Senate,Tim Sheehy,https://en.wikipedia.org/wiki/Tim_Sheehy,Republican,"November 18, 1985 (age 39)",1,8160,Neutral,Neutral,Neutral,0.308132266,0.495118335,0.196749385,5,20,2,18.51851852,74.07407407,7.407407407,Neutral,Neutral,Neutral,0.186097701,0.688953856,0.12494844,5,21,1,18.51851852,77.77777778,3.703703704,Neutral,Neutral,Neutral,0.136994824,0.718270207,0.144734982,3,21,3,11.11111111,77.77777778,11.11111111
Nebraska,Senate,Deb Fischer,https://en.wikipedia.org/wiki/Deb_Fischer,Republican,"March 1, 1951 (age 74)",13,11953,Neutral,Neutral,Neutral,0.293721423,0.533340448,0.172938131,6,32,4,14.28571429,76.19047619,9.523809524,Neutral,Neutral,Neutral,0.18231419,0.707973916,0.109711902,8,33,1,19.04761905,78.57142857,2.380952381,Neutral,Neutral,Neutral,0.122087032,0.76524463,0.112668336,2,38,2,4.761904762,90.47619048,4.761904762
Nebraska,Senate,Pete Ricketts,https://en.wikipedia.org/wiki/Pete_Ricketts,Republican,"August 19, 1964 (age 61)",3,21565,Neutral,Neutral,Neutral,0.320930165,0.506489781,0.172580056,12,45,3,20,75,5,Neutral,Neutral,Neutral,0.187924529,0.678165539,0.133909937,11,46,3,18.33333333,76.66666667,5,Neutral,Neutral,Neutral,0.138495682,0.713428785,0.148075535,8,48,4,13.33333333,80,6.666666667
Nevada,Senate,Catherine Cortez Masto,https://en.wikipedia.org/wiki/Catherine_Cortez_Masto,Democratic,"March 29, 1964 (age 61)",9,11471,Neutral,Neutral,Neutral,0.317347525,0.551327635,0.131324862,9,33,1,20.93023256,76.74418605,2.325581395,Neutral,Neutral,Neutral,0.147585955,0.739135241,0.113278797,3,39,1,6.976744186,90.69767442,2.325581395,Neutral,Neutral,Neutral,0.114890577,0.749157782,0.135951637,3,37,3,6.976744186,86.04651163,6.976744186
Nevada,Senate,Jacky Rosen,https://en.wikipedia.org/wiki/Jacky_Rosen,Democratic,"August 2, 1957 (age 68)",7,10171,Neutral,Neutral,Neutral,0.306198585,0.550403789,0.143397616,7,29,2,18.42105263,76.31578947,5.263157895,Neutral,Neutral,Neutral,0.136239008,0.740858516,0.122902478,2,36,0,5.263157895,94.73684211,0,Neutral,Neutral,Neutral,0.126088851,0.715341781,0.158569363,4,29,5,10.52631579,76.31578947,13.15789474
New Hampshire,Senate,Jeanne Shaheen,https://en.wikipedia.org/wiki/Jeanne_Shaheen,Democratic,"January 28, 1947 (age 78)",17,16384,Neutral,Neutral,Neutral,0.316529884,0.522992771,0.160477347,10,48,5,15.87301587,76.19047619,7.936507937,Neutral,Neutral,Neutral,0.170828445,0.727513792,0.101657762,3,58,2,4.761904762,92.06349206,3.174603175,Neutral,Neutral,Neutral,0.204375786,0.650585582,0.145038634,9,49,5,14.28571429,77.77777778,7.936507937
New Hampshire,Senate,Maggie Hassan,https://en.wikipedia.org/wiki/Maggie_Hassan,Democratic,"February 27, 1958 (age 67)",9,14165,Neutral,Neutral,Neutral,0.27333582,0.585781901,0.140882281,6,46,2,11.11111111,85.18518519,3.703703704,Neutral,Neutral,Neutral,0.147941685,0.706171721,0.145886591,6,45,3,11.11111111,83.33333333,5.555555556,Neutral,Neutral,Neutral,0.16519817,0.6822639,0.152537923,5,42,7,9.259259259,77.77777778,12.96296296
New Jersey,Senate,Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker,Democratic,"April 27, 1969 (age 56)",12,40448,Neutral,Neutral,Neutral,0.321507545,0.491524129,0.186968317,19,57,9,22.35294118,67.05882353,10.58823529,Neutral,Neutral,Neutral,0.121516557,0.705787701,0.172695738,7,72,6,8.235294118,84.70588235,7.058823529,Neutral,Neutral,Neutral,0.099426585,0.686770046,0.213803366,4,70,11,4.705882353,82.35294118,12.94117647
New Jersey,Senate,Andy Kim,https://en.wikipedia.org/wiki/Andy_Kim_(politician),Democratic,"July 12, 1982 (age 43)",1,17727,Neutral,Neutral,Neutral,0.274037439,0.540753043,0.18520951,6,48,5,10.16949153,81.3559322,8.474576271,Neutral,Neutral,Neutral,0.084304947,0.762273687,0.153421381,1,52,6,1.694915254,88.13559322,10.16949153,Neutral,Neutral,Neutral,0.072505752,0.730403818,0.197090433,2,47,10,3.389830508,79.66101695,16.94915254
New Mexico,Senate,Martin Heinrich,https://en.wikipedia.org/wiki/Martin_Heinrich,Democratic,"October 17, 1971 (age 53)",13,13381,Neutral,Neutral,Neutral,0.224202856,0.614656713,0.161140437,3,44,1,6.25,91.66666667,2.083333333,Neutral,Neutral,Neutral,0.119051813,0.759037331,0.121910841,4,41,3,8.333333333,85.41666667,6.25,Neutral,Neutral,Neutral,0.068116813,0.766116432,0.165766761,1,42,5,2.083333333,87.5,10.41666667
New Mexico,Senate,Ben Ray Luján,https://en.wikipedia.org/wiki/Ben_Ray_Luján,Democratic,"June 7, 1972 (age 53)",5,8845,Neutral,Neutral,Neutral,0.177677711,0.591819842,0.230502452,1,37,3,2.43902439,90.24390244,7.317073171,Neutral,Neutral,Neutral,0.07385275,0.68314277,0.243004479,1,34,6,2.43902439,82.92682927,14.63414634,Neutral,Neutral,Neutral,0.047293137,0.641675983,0.311030868,2,30,9,4.87804878,73.17073171,21.95121951
New York,Senate,Chuck Schumer,https://en.wikipedia.org/wiki/Chuck_Schumer,Democratic,"November 23, 1950 (age 74)",27,75987,Neutral,Neutral,Neutral,0.404642679,0.423925897,0.171431425,61,87,17,36.96969697,52.72727273,10.3030303,Neutral,Neutral,Neutral,0.2684149,0.606622676,0.124962426,39,116,10,23.63636364,70.3030303,6.060606061,Neutral,Neutral,Neutral,0.223033321,0.633853238,0.143113436,30,113,22,18.18181818,68.48484848,13.33333333
New York,Senate,Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,Democratic,"December 9, 1966 (age 58)",17,37425,Neutral,Neutral,Neutral,0.269022739,0.486548713,0.244428539,14,63,13,15.55555556,70,14.44444444,Neutral,Neutral,Neutral,0.089926437,0.676640967,0.233432597,6,73,11,6.666666667,81.11111111,12.22222222,Neutral,Neutral,Neutral,0.066618715,0.601881233,0.33150006,3,65,22,3.333333333,72.22222222,24.44444444
North Carolina,Senate,Thom Tillis,https://en.wikipedia.org/wiki/Thom_Tillis,Republican,"August 30, 1960 (age 65)",11,24012,Neutral,Neutral,Neutral,0.367758527,0.477718918,0.154522554,21,35,3,35.59322034,59.3220339,5.084745763,Neutral,Neutral,Neutral,0.253100673,0.673046971,0.073852344,15,43,1,25.42372881,72.88135593,1.694915254,Neutral,Neutral,Neutral,0.200161417,0.693194543,0.106644033,12,44,3,20.33898305,74.57627119,5.084745763
North Carolina,Senate,Ted Budd,https://en.wikipedia.org/wiki/Ted_Budd,Republican,"October 21, 1971 (age 53)",3,8051,Neutral,Neutral,Neutral,0.205789644,0.686584675,0.107625666,3,32,0,8.571428571,91.42857143,0,Neutral,Neutral,Neutral,0.137468034,0.768109273,0.094422677,4,30,1,11.42857143,85.71428571,2.857142857,Neutral,Neutral,Neutral,0.101505667,0.799977898,0.098516436,4,28,3,11.42857143,80,8.571428571
North Dakota,Senate,John Hoeven,https://en.wikipedia.org/wiki/John_Hoeven,Republican,"March 13, 1957 (age 68)",15,8214,Neutral,Neutral,Neutral,0.213990593,0.601276433,0.184732976,4,30,2,11.11111111,83.33333333,5.555555556,Neutral,Neutral,Neutral,0.150126718,0.597201027,0.252672236,5,26,5,13.88888889,72.22222222,13.88888889,Neutral,Neutral,Neutral,0.084716855,0.626829433,0.2884537,3,27,6,8.333333333,75,16.66666667
North Dakota,Senate,Kevin Cramer,https://en.wikipedia.org/wiki/Kevin_Cramer,Republican,"January 21, 1961 (age 64)",7,18332,Neutral,Neutral,Neutral,0.407705453,0.46905386,0.123240685,17,37,1,30.90909091,67.27272727,1.818181818,Neutral,Neutral,Neutral,0.263140101,0.661670823,0.075189067,12,43,0,21.81818182,78.18181818,0,Neutral,Neutral,Neutral,0.262758781,0.651723524,0.085517693,13,40,2,23.63636364,72.72727273,3.636363636
Ohio,Senate,Bernie Moreno,https://en.wikipedia.org/wiki/Bernie_Moreno,Republican,"February 14, 1967 (age 58)",1,9282,Neutral,Neutral,Neutral,0.248991622,0.591998869,0.159009501,6,31,3,15,77.5,7.5,Neutral,Neutral,Neutral,0.129412762,0.762090059,0.108497188,3,35,2,7.5,87.5,5,Neutral,Neutral,Neutral,0.120987005,0.778208335,0.100804655,4,34,2,10,85,5
Ohio,Senate,Jon Husted,https://en.wikipedia.org/wiki/Jon_Husted,Republican,"August 25, 1967 (age 58)",1,15147,Neutral,Neutral,Neutral,0.308681948,0.539726409,0.15159164,15,32,3,30,64,6,Neutral,Neutral,Neutral,0.116298974,0.745247663,0.138453357,2,46,2,4,92,4,Neutral,Neutral,Neutral,0.093063911,0.762340223,0.144595873,2,43,5,4,86,10
Oklahoma,Senate,James Lankford,https://en.wikipedia.org/wiki/James_Lankford,Republican,"March 4, 1968 (age 57)",11,15839,Neutral,Negative,Neutral,0.405949937,0.456666217,0.137383847,20,34,3,35.0877193,59.64912281,5.263157895,Neutral,Neutral,Neutral,0.312136077,0.628684671,0.059179233,14,42,1,24.56140351,73.68421053,1.754385965,Neutral,Neutral,Neutral,0.245657229,0.668014017,0.086328744,10,45,2,17.54385965,78.94736842,3.50877193
Oklahoma,Senate,Markwayne Mullin,https://en.wikipedia.org/wiki/Markwayne_Mullin,Republican,"July 26, 1977 (age 48)",3,14387,Neutral,Neutral,Neutral,0.325165483,0.543027384,0.131807136,9,33,2,20.45454545,75,4.545454545,Neutral,Neutral,Neutral,0.192233283,0.721661112,0.086105588,7,36,1,15.90909091,81.81818182,2.272727273,Neutral,Neutral,Neutral,0.178194248,0.736175025,0.08563073,4,35,5,9.090909091,79.54545455,11.36363636
Oregon,Senate,Ron Wyden,https://en.wikipedia.org/wiki/Ron_Wyden,Democratic,"May 3, 1949 (age 76)",30,50028,Neutral,Neutral,Neutral,0.34627684,0.466007138,0.18771603,36,96,14,24.65753425,65.75342466,9.589041096,Neutral,Neutral,Neutral,0.239471584,0.66228593,0.098242486,20,119,7,13.69863014,81.50684932,4.794520548,Neutral,Neutral,Neutral,0.182120635,0.706891284,0.110988082,16,118,12,10.95890411,80.82191781,8.219178082
Oregon,Senate,Jeff Merkley,https://en.wikipedia.org/wiki/Jeff_Merkley,Democratic,"October 24, 1956 (age 68)",17,40683,Neutral,Neutral,Neutral,0.351872389,0.460771062,0.187356547,25,67,7,25.25252525,67.67676768,7.070707071,Neutral,Neutral,Neutral,0.194427148,0.67579651,0.12977634,13,85,1,13.13131313,85.85858586,1.01010101,Neutral,Neutral,Neutral,0.157592692,0.646089385,0.196317921,12,72,15,12.12121212,72.72727273,15.15151515
Pennsylvania,Senate,John Fetterman,https://en.wikipedia.org/wiki/John_Fetterman,Democratic,"August 15, 1969 (age 56)",3,51138,Neutral,Neutral,Neutral,0.386959327,0.437525578,0.175515091,44,65,16,35.2,52,12.8,Neutral,Neutral,Neutral,0.19922819,0.668240306,0.132531498,16,103,6,12.8,82.4,4.8,Neutral,Neutral,Neutral,0.170988736,0.6558883,0.173122964,18,90,17,14.4,72,13.6
Pennsylvania,Senate,Dave McCormick,https://en.wikipedia.org/wiki/Dave_McCormick,Republican,"August 17, 1965 (age 60)",1,16101,Neutral,Neutral,Neutral,0.22035499,0.569436205,0.210208802,6,42,6,11.11111111,77.77777778,11.11111111,Neutral,Neutral,Neutral,0.105123077,0.719650435,0.175226481,5,44,5,9.259259259,81.48148148,9.259259259,Neutral,Neutral,Neutral,0.096285842,0.716159181,0.187554969,5,43,6,9.259259259,79.62962963,11.11111111
Rhode Island,Senate,Jack Reed,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),Democratic,"November 12, 1949 (age 75)",29,14562,Neutral,Neutral,Neutral,0.232227779,0.557823182,0.209949038,4,56,4,6.25,87.5,6.25,Neutral,Neutral,Neutral,0.13676771,0.724171882,0.139060407,5,54,5,7.8125,84.375,7.8125,Neutral,Neutral,Neutral,0.088082942,0.745018558,0.166898508,2,56,6,3.125,87.5,9.375
Rhode Island,Senate,Sheldon Whitehouse,https://en.wikipedia.org/wiki/Sheldon_Whitehouse,Democratic,"October 20, 1955 (age 69)",19,20045,Neutral,Neutral,Neutral,0.395003378,0.461412509,0.143584108,19,39,3,31.14754098,63.93442623,4.918032787,Neutral,Neutral,Neutral,0.195844972,0.706267693,0.097887326,10,49,2,16.39344262,80.32786885,3.278688525,Neutral,Neutral,Neutral,0.148101186,0.724650554,0.127248257,8,49,4,13.1147541,80.32786885,6.557377049
South Carolina,Senate,Lindsey Graham,https://en.wikipedia.org/wiki/Lindsey_Graham,Republican,"July 9, 1955 (age 70)",23,68384,Neutral,Neutral,Neutral,0.385553236,0.443962298,0.170484464,49,120,16,26.48648649,64.86486486,8.648648649,Neutral,Neutral,Neutral,0.269549115,0.64802594,0.082424946,40,142,3,21.62162162,76.75675676,1.621621622,Neutral,Neutral,Neutral,0.208513895,0.70133798,0.090148132,34,143,8,18.37837838,77.2972973,4.324324324
